run,nom_rank,gene,modality,confidence,reason
50,9,ELAVL1,degrade,low,mRNA-stability hub (HuR) supporting GBM oncogenic programs with tumor enrichment and specificity and small-molecule/degrader efforts underway.
50,10,ITGAV,inhibit,low,"Very high dependency with an integrin-targeting chemistry precedent (cilengitide-era αv), but TME-dominated signal and poor tumor specificity temper enthusiasm."
50,11,WDR77,inhibit,low,"Selective GBM dependency and strong tumor specificity as a PRMT5 cofactor, addressable indirectly through the tractable PRMT5/MTAP-del axis."
50,12,E2F3,inhibit,low,"RB1 synthetic-lethal transcription factor with good selectivity, best approached indirectly via CDK/E2F pathway modulation given no direct MoA."
50,13,UBE2C,inhibit,low,"Top tumor-enrichment/window profile as an APC/C E2 enzyme with an enzymatic surface that could be inhibited, though direct chemistry is unproven."
50,14,KIF2C,inhibit,low,"Highest composite with strong tumor enrichment/window and a CDKN2A/B synthetic-lethal handle, but a mitotic kinesin lacking any established selective small-molecule MoA."
50,15,PTK2,inhibit,low,"FAK is fully tractable with clinical inhibitors and a CDKN2A/B synthetic-lethal signal, valuable as a combination/microenvironment target despite low tumor-cell specificity."
51,1,PDGFRA,inhibit,high,"Validated GBM oncogenic driver (amplified/mutated in classical subtype) with a receptor tyrosine kinase active site, perfect tractability, and approved-drug chemistry — the cleanest inhibitable target on the list."
51,2,MET,inhibit,high,"Receptor tyrosine kinase driving GBM invasion and RTK-bypass resistance, with excellent selectivity, full tractability, and approved MET inhibitors ready to test."
51,3,CDK2,inhibit,medium,Druggable kinase with mature chemistry and a strong RB1 synthetic-lethal rationale in RB-pathway-altered GBM; low selectivity/common-essential flag argues for selective inhibitors and careful window management.
51,4,ITGB5,inhibit,medium,"Novel integrin with high dependency, GBM-lesion synthetic lethality (CDKN2B/NF1) and good tumor enrichment; extracellular target amenable to antibody/small-molecule antagonism though no established small-molecule MoA yet."
51,5,VRK1,inhibit,medium,"Novel serine/threonine kinase with very high dependency and reasonable tractability, a tractable enzyme scaffold worth chemical-starting-point investment despite unproven MoA."
51,6,TEAD1,inhibit,medium,"Hippo/YAP effector with an autopalmitoylation lipid pocket that is now genuinely druggable (clinical TEAD PROTAC/inhibitors exist), giving a real small-molecule handle for a transcription factor."
51,7,CDK7,inhibit,medium,"Transcriptional/cell-cycle kinase with full tractability, covalent inhibitors in the clinic, and a PTEN synthetic-lethal signal; common-essential status means a narrow but workable therapeutic window."
51,8,PTK2,inhibit,medium,FAK is a well-characterized druggable kinase with clinical inhibitors and CDKN2A/B synthetic lethality; the low tumor-specificity/TME-dominated signal tempers enthusiasm but the chemistry is proven.
51,9,KIF18A,inhibit,medium,"Mitotic kinesin with strong dependency, excellent tumor enrichment and therapeutic window, and — unlike most kinesins — real emerging clinical small-molecule inhibitors making its MoA gap surmountable."
51,10,EGLN1,inhibit,medium,"PHD2 prolyl hydroxylase is an enzyme with approved-drug chemistry and full tractability; a defined active site makes it a concrete small-molecule target, though the GBM-specific rationale is modest."
51,11,GPX4,inhibit,low,"Very high dependency and a ferroptosis-induction rationale attractive in mesenchymal/therapy-resistant GBM; covalent GPX4 inhibitors exist, but the poor window/CNS-safety flag keeps confidence low."
51,12,ELAVL1,inhibit,low,HuR RNA-binding protein with good selectivity and tumor enrichment and emerging small-molecule disruptors of RNA binding; unproven MoA and modest dependency limit confidence.
51,13,E2F3,degrade,low,Transcription factor with RB1 synthetic lethality and good selectivity; transcription factors are hard to drug directly (tract=0) so this is a degrader/mechanistic-lead candidate rather than a classic inhibitor.
51,14,WDR77,degrade,low,"WD40 scaffold (PRMT5 cofactor) with CDKN2A/B synthetic lethality and high tumor specificity; WD40 domains are increasingly ligandable, making this a plausible novel small-molecule/degrader entry."
51,15,ITGAV,inhibit,low,Highly druggable integrin (αv) with very high dependency and CDKN2A/B synthetic lethality; the near-zero tumor specificity and TME-dominated signal are serious liabilities but the target is chemically well-precedented.
52,1,PDGFRA,inhibit,high,"Recurrent GBM amplification/mutation with an approved-drug precedent, perfect tumor-specificity and tractability, and clean kinase druggability make it the strongest small-molecule target here."
52,2,MET,inhibit,high,"Validated GBM oncogenic driver (esp. in EGFRvIII/mesenchymal disease) with excellent selectivity, full tractability, and approved kinase inhibitors ready for repurposing."
52,3,CDK2,inhibit,high,High dependency with strong RB1 synthetic-lethality and fully tractable kinase chemistry; selective CDK2 inhibitors now exist to widen the narrow selectivity window.
52,4,KIF18A,inhibit,medium,"Very high, tumor-enriched dependency with a genuine catalytic-motor small-molecule MoA (clinical KIF18A inhibitors exist), giving mitotic-vulnerability targeting despite common-essential flags."
52,5,EGLN1,inhibit,medium,"Enzymatically tractable prolyl-hydroxylase with approved-drug chemistry and good selectivity, offering a HIF/hypoxia-axis handle relevant to GBM biology."
52,6,TEAD1,inhibit,medium,"Druggable lipid-pocket transcription factor (clinical TEAD inhibitors available) driving Hippo/YAP-dependent GBM growth, with good selectivity and tractability."
52,7,CDK7,inhibit,medium,"Fully tractable transcriptional kinase with covalent clinical inhibitors and PTEN synthetic-lethality, though poor selectivity/common-essentiality demands careful window management."
52,8,ELAVL1,inhibit,low,"RNA-binding oncoprotein (HuR) enriched in tumor with emerging small-molecule disruptors of its RNA interface, offering a mechanistically distinct post-transcriptional target."
52,9,VRK1,inhibit,medium,"Strong, relatively selective dependency and a druggable kinase fold make it a credible novel target despite lacking a proven inhibitor MoA today."
52,10,KIF2C,inhibit,medium,"Top composite with outstanding tumor-enrichment and window plus CDKN2A/B synthetic-lethality, but as a kinesin depolymerase it needs enzymatic/allosteric inhibitor discovery to become actionable."
52,11,KIF18B,inhibit,low,"Excellent tumor-specificity, enrichment, and therapeutic window as a mitotic kinesin dependency, positioned alongside the tractable KIF18A motor class for inhibitor development."
52,12,CDC25B,inhibit,low,"Tumor-enriched phosphatase with existing chemistry offering a cell-cycle/checkpoint node, though its poor window and undruggable-phosphatase history keep confidence modest."
52,13,E2F3,degrade,low,"RB1-synthetic-lethal transcription factor with good tumor-specificity, best approached via degradation given no direct inhibitor pocket; a mechanistically compelling but hard target."
52,14,FGFR1,inhibit,low,"Fully tractable kinase with approved inhibitors and high tumor-specificity, actionable in FGFR-altered GBM but constrained by a poor therapeutic window and CNS-safety risk."
52,15,ITGB5,inhibit,low,"Novel integrin dependency with strong tumor-enrichment and NF1/CDKN2B synthetic-lethality, tractable as a surface receptor but requiring de novo antagonist chemistry."
53,1,PDGFRA,inhibit,high,"Recurrently amplified/activated GBM receptor tyrosine kinase with maximal tumor-specificity and tractability plus approved-drug chemistry, making it the most actionable inhibition target."
53,2,MET,inhibit,high,"Validated GBM oncogenic kinase driving invasion/RTK-bypass resistance, with excellent selectivity, full tractability, and approved-drug precedent."
53,3,CDK2,inhibit,medium,"High-dependency, fully tractable kinase with an RB1 synthetic-lethal rationale and emerging selective inhibitors, though its common-essential/low-selectivity flags demand a tight therapeutic window."
53,4,FGFR1,inhibit,medium,"Actionable RTK with FGFR-TACC fusion relevance in GBM and approved-drug chemistry, tempered by its CNS-safety risk that must be managed."
53,5,KIF18A,inhibit,medium,Strong tumor-enriched mitotic-kinesin dependency with a genuine emerging small-molecule inhibitor class and a wide therapeutic window in dividing tumor cells.
53,6,TEAD1,inhibit,medium,"Hippo-pathway transcription factor with validated palmitate-pocket small-molecule inhibitors and good selectivity, offering a druggable node for a normally-undruggable TF."
53,7,CDK7,inhibit,medium,"Fully tractable transcriptional/cell-cycle kinase with clinical covalent inhibitors and a PTEN synthetic-lethal angle, balanced against common-essential toxicity risk."
53,8,VRK1,inhibit,medium,"High, relatively selective GBM dependency and a kinase (druggable enzyme class) that is an attractive novel inhibition target despite lacking a current MoA."
53,9,KIF2C,inhibit,medium,"Top composite with strong tumor enrichment and a favorable window plus a CDKN2A/B synthetic-lethal context, but as a kinesin it needs de novo inhibitor discovery."
53,10,ELAVL1,inhibit,low,"Tumor-enriched, selective RNA-binding oncoprotein (HuR) with published small-molecule disruptors of its RNA interface, a tractable novel node."
53,11,EGLN1,inhibit,low,"Fully tractable prolyl-hydroxylase (PHD2) enzyme with approved-drug chemistry, offering a well-defined pharmacophore to modulate the GBM hypoxia/HIF axis."
53,12,ITGB5,inhibit,low,"Novel integrin dependency with good tumor enrichment and dual CDKN2B/NF1 synthetic-lethal signals, though extracellular targeting favors biologics over small molecules."
53,13,WDR77,inhibit,low,PRMT5-partner (MEP50) with strong tumor-specificity and a CDKN2A/B synthetic-lethal rationale that overlaps the well-validated MTAP/PRMT5 GBM vulnerability.
53,14,E2F3,inhibit,low,"Selective, RB1 synthetic-lethal cell-cycle transcription factor relevant to GBM, promising biologically though it currently has no small-molecule handle."
53,15,PTK2,inhibit,low,"FAK is a fully tractable kinase with clinical inhibitors and CDKN2A/B synthetic lethality, but its very low tumor-specificity and CNS-safety flag make it a hedged pick."
54,1,PDGFRA,inhibit,high,"Validated GBM oncogenic driver kinase (frequently amplified) with approved-drug tractability, top tumor-specificity and strong selectivity — a directly druggable, mechanistically clear target."
54,2,MET,inhibit,high,Bona fide GBM RTK driver in a subset of tumors with excellent selectivity and full small-molecule tractability via approved kinase inhibitors.
54,3,CDK2,inhibit,high,Highly druggable kinase with strong dependency and RB1-synthetic-lethality rationale; the low selectivity/common-essential flag argues for narrow-window scheduling rather than exclusion.
54,4,CDK7,inhibit,medium,"Chemically tractable transcriptional CDK with PTEN synthetic-lethality and mature inhibitor chemistry, offering a mechanistically distinct antiproliferative axis."
54,5,TEAD1,inhibit,medium,"Now-druggable Hippo/YAP effector via covalent palmitate-pocket inhibitors, good selectivity and tumor enrichment give a genuine small-molecule MoA despite the legacy no-MoA tag."
54,6,ITGB5,inhibit,medium,Novel integrin dependency with strong tumor enrichment and CDKN2B/NF1 synthetic-lethality; a cell-surface target amenable to antagonist/antibody-adjacent small-molecule strategies.
54,7,VRK1,inhibit,medium,"Strong, selective dependency kinase (paralog-lethal biology) that is a tractable enzyme class and an emerging small-molecule target despite currently limited chemistry."
54,8,EGLN1,inhibit,medium,"Well-precedented druggable prolyl-hydroxylase enzyme with approved-drug chemistry, offering a HIF-axis intervention with clear inhibitor MoA."
54,9,ELAVL1,inhibit,medium,"Selective, tumor-enriched RNA-binding oncoprotein (HuR) with proven ligandable pockets, providing a novel post-transcriptional target with real inhibitor progress."
54,10,KIF2C,inhibit,medium,Top-composite mitotic kinesin with outstanding tumor enrichment/window and CDKN2A/B synthetic-lethality; a promising but early motor-protein target needing MoA development.
54,11,KIF18A,inhibit,medium,Clinically validated mitotic kinesin target (inhibitors in oncology trials) with very high dependency and excellent therapeutic window; the common-essential flag warrants CIN-context selectivity.
54,12,KIF18B,inhibit,medium,"Novel mitotic kinesin with high tumor specificity, top tumor enrichment and best-in-class window, targetable via the emerging kinesin-inhibitor class."
54,13,PTK2,inhibit,medium,"FAK is a fully tractable kinase with mature clinical inhibitors and CDKN2A/B synthetic-lethality; useful despite TME-dominated dependency, so CNS-window management is essential."
54,14,E2F3,degrade,low,RB1-synthetic-lethal transcription factor with good selectivity and tumor enrichment; a mechanistically compelling but hard-to-drug target better approached by degradation.
54,15,GPX4,inhibit,low,Very strong dependency and a genuine ferroptosis-inducing small-molecule MoA; the narrow window and CNS-safety flag make this a high-risk but mechanistically real target.
55,1,PDGFRA,inhibit,high,"Amplified/activated RTK driver in GBM with 1.0 tractability and approved kinase inhibitors, plus top-tier tumor specificity and selectivity — the most actionable driver on the list."
55,2,MET,inhibit,high,Well-validated GBM RTK driver with maximal tractability and selectivity and approved MET inhibitors available for repurposing.
55,3,CDK2,inhibit,high,"Strong dependency with fully mature small-molecule chemistry and a rational RB1 synthetic-lethal rationale, though pan-essential selectivity is a real concern to manage."
55,4,ITGB5,inhibit,medium,"Novel integrin with high dependency, good tumor enrichment, and meaningful CDKN2B/NF1 synthetic-lethality plus decent tractability for an extracellular target."
55,5,EGLN1,inhibit,medium,Druggable prolyl-hydroxylase (PHD2) enzyme with approved-drug chemistry and good selectivity; an inhibitable enzyme with clear small-molecule precedent.
55,6,VRK1,inhibit,medium,"Very high dependency (0.90) kinase-family target that is druggable and paralog-selective (VRK2-low tumors), representing a tractable novel enzyme."
55,7,KIF18A,inhibit,medium,"High-dependency mitotic kinesin with emerging clinical-stage inhibitors and strong tumor enrichment/therapeutic window, giving 'no-MoA' flag a real path."
55,8,TEAD1,inhibit,medium,"Hippo-pathway transcription factor now genuinely druggable via the palmitate pocket (clinical TEAD inhibitors), with good selectivity and tractability."
55,9,KIF2C,inhibit,medium,"Top composite with excellent tumor enrichment and window, but as a kinesin with no established inhibitor MoA it is a higher-risk enzyme-class inhibition bet."
55,10,CDK7,inhibit,medium,Transcriptional CDK with mature covalent inhibitors and PTEN synthetic-lethality; tractable enzyme despite common-essential liability requiring window management.
55,11,KIF18B,inhibit,low,"Novel mitotic kinesin with strong tumor specificity, near-maximal tumor enrichment and excellent window; chemistry lags but the biology is compelling."
55,12,ELAVL1,degrade,low,HuR RNA-binding oncogenic hub with high tumor enrichment/specificity; challenging but has small-molecule and PROTAC starting points for degradation.
55,13,PTPN11,inhibit,medium,"SHP2 is a fully druggable allosteric phosphatase (clinical allosteric inhibitors) that reinforces RTK-driven signaling in GBM, despite common-essential caution."
55,14,WDR77,degrade,low,PRMT5-partner scaffold with strong CDKN2A/B synthetic-lethality and tumor specificity; degrader-amenable WD40 protein worth pursuing via targeted degradation.
55,15,E2F3,degrade,low,RB1-synthetic-lethal transcription factor with good selectivity; not directly inhibitable so best pursued as a degradation or upstream-CDK-dependency target.
56,1,PDGFRA,inhibit,high,"Validated GBM oncogenic driver (amplified/mutated in classical GBM) with perfect tractability, an approved-drug kinase MoA, and top tumor-specificity — the clearest actionable target here."
56,2,MET,inhibit,high,"Bona fide GBM RTK driver in a subset of tumors with high selectivity, perfect tractability, and existing clinical-grade inhibitors, though CNS penetrance must be engineered."
56,3,CDK2,inhibit,medium,"Strong dependency and perfect tractability with a clear RB1/cell-cycle synthetic-lethal rationale, and modern selective CDK2 inhibitors mitigate the pan-essential concern."
56,4,KIF18A,inhibit,medium,"Highly selective mitotic-kinesin vulnerability (especially in chromosomally-unstable tumors) that is now genuinely druggable with clinical-stage small molecules, unlike most other kinesins on this list."
56,5,VRK1,inhibit,medium,"Strong, selective dependency with an emerging paralog/synthetic-lethal (VRK2-low) rationale and a tractable kinase active site, making it a credible novel enzyme target."
56,6,TEAD1,inhibit,medium,"YAP/TAZ-Hippo transcriptional effector with a druggable auto-palmitoylation pocket and clinical-stage TEAD inhibitors, giving a rare inhibitable-MoA route into an otherwise TF-driven program."
56,7,CDK7,inhibit,medium,"Transcriptional CDK with excellent chemistry and clinical inhibitors plus a PTEN synthetic-lethal signal, offering a tractable node despite pan-essentiality demanding a careful window."
56,8,PTPN11,inhibit,medium,"SHP2 sits downstream of RTK signaling that dominates GBM, is perfectly tractable with clinically-validated allosteric inhibitors, and offers RTK-pathway blockade even where receptors are heterogeneous."
56,9,ELAVL1,degrade,low,"HuR RNA-binding protein stabilizing pro-tumor transcripts shows tumor-enriched dependency and has tractable small-molecule/degrader starting points, warranting exploration as a novel target."
56,10,ITGB5,inhibit,low,"Tumor-enriched integrin with a CDKN2B/NF1 synthetic-lethal signal and reasonable tractability, worth pursuing though its no-established-inhibitor status lowers confidence."
56,11,KIF2C,inhibit,low,"Top composite driven by outstanding tumor-enrichment and window with a CDKN2A/B synthetic-lethal tie, but as a kinesin lacking an established inhibitor MoA it is a discovery-stage bet."
56,12,EGLN1,inhibit,low,"PHD2 prolyl-hydroxylase is enzymatically tractable with approved-drug chemistry (HIF pathway) and a plausible hypoxia-driven GBM rationale, offering a well-defined pharmacology even if directionality needs validation."
56,13,E2F3,degrade,low,"RB1 synthetic-lethal cell-cycle transcription factor with good selectivity, best approached indirectly (e.g., via CDK4/6-CDK2 or degrader tactics) given zero direct tractability."
56,14,WDR77,inhibit,low,"PRMT5-cofactor scaffold with a CDKN2A/B (MTAP-adjacent) synthetic-lethal rationale that maps onto the well-validated PRMT5/MAT2A axis, giving a mechanistic route despite modest direct tractability."
56,15,FGFR1,inhibit,low,"Druggable RTK driver in an FGFR-altered GBM subset with perfect tractability, but the low therapeutic-window/CNS-safety flags make it a biomarker-selected, lower-confidence option."
57,1,PDGFRA,inhibit,high,"Recurrent GBM amplification/activation driver with excellent tumor specificity, top tractability, and approved kinase inhibitors ready for repurposing."
57,2,MET,inhibit,high,"Validated GBM oncogenic RTK with high selectivity and clinical-stage inhibitors, though CNS penetration must be engineered."
57,3,CDK2,inhibit,medium,"Strong dependency with mature selective chemistry and RB1 synthetic-lethal logic, but pan-essentiality demands careful therapeutic-window management."
57,4,CDK7,inhibit,medium,Druggable transcriptional/cell-cycle kinase with covalent chemistry and PTEN synthetic lethality relevant to GBM.
57,5,KIF18A,inhibit,medium,"Mitotic kinesin with emerging selective inhibitor chemistry and strong tumor-enriched dependency, favored in CIN/aneuploid tumors."
57,6,KIF2C,inhibit,low,"Highest-composite mitotic kinesin with outstanding tumor enrichment and window, though a genuine small-molecule MoA is unproven."
57,7,TEAD1,inhibit,medium,"Hippo-pathway transcription factor now tractable via covalent palmitate-pocket inhibitors, addressing a GBM mesenchymal driver axis."
57,8,ITGB5,inhibit,low,"Tumor-enriched integrin with meaningful dependency and CDKN2B/NF1 synthetic lethality, offering an actionable adhesion-signaling node."
57,9,VRK1,inhibit,medium,"Strong, selective GBM dependency and an established paralog/synthetic-lethal target class with early inhibitor programs."
57,10,ELAVL1,inhibit,low,RNA-binding oncogene (HuR) with tumor-enriched expression and emerging small-molecule disruptors of RNA binding.
57,11,EGLN1,inhibit,low,"Druggable PHD hydroxylase enzyme with approved-class chemistry, offering a hypoxia-axis intervention point in GBM."
57,12,CDC25B,inhibit,low,"Tumor-specific cell-cycle phosphatase with existing chemical matter, though catalytic-site druggability and window remain concerns."
57,13,E2F3,degrade,low,RB1 synthetic-lethal transcription factor with good selectivity; a degrader strategy may overcome the lack of an active-site pocket.
57,14,WDR77,degrade,low,"PRMT5-cofactor scaffold with CDKN2A/2B synthetic lethality and high tumor specificity, degradable via its protein-interaction surfaces."
57,15,PTPN11,inhibit,medium,SHP2 is a well-validated allosterically-druggable node downstream of GBM RTK signaling with clinical inhibitors.
58,1,PDGFRA,inhibit,high,"Validated GBM oncogenic RTK driver (amplified/mutated) with a clean tumor-specificity=1.00, perfect tractability, and approved kinase inhibitors ready for repurposing."
58,2,MET,inhibit,high,Bona fide GBM RTK driver in the mesenchymal/RTK-amplified subset with excellent selectivity and tractability and multiple approved MET inhibitors.
58,3,CDK2,inhibit,medium,Highly druggable kinase with strong dependency and RB1-context synthetic lethality; low selectivity flags pan-essential risk but selective CDK2 inhibitors now enable a manageable window.
58,4,EGLN1,inhibit,medium,Highly tractable enzyme (PHD2) with existing clinical-grade inhibitors; targeting HIF/hypoxia axis is mechanistically rational in GBM though dependency is modest.
58,5,TEAD1,inhibit,medium,"Druggable Hippo/YAP effector with a lipid-binding pocket and clinical autopalmitoylation inhibitors, addressing a mesenchymal-GBM dependency despite lower monotherapy dependency scores."
58,6,CDK7,inhibit,medium,Transcriptional/cell-cycle kinase with strong chemistry and PTEN-context synthetic lethality; a covalent-inhibitor MoA exists though pan-essentiality demands a wide-window schedule.
58,7,FGFR1,inhibit,medium,"Druggable RTK driver in FGFR-altered GBM with approved inhibitors, but the CNS-safety/window flag makes it a conditional, biomarker-selected candidate."
58,8,KIF18A,inhibit,medium,Enzymatically tractable mitotic kinesin with genuine tumor-enrichment and an emerging first-in-class inhibitor MoA that spares normal cells in CIN-high tumors.
58,9,KIF2C,inhibit,low,"Top composite with strong tumor-enrichment/window and CDKN2A/B synthetic lethality, but lacks an established inhibitor MoA so tractability must be built from scratch."
58,10,VRK1,inhibit,medium,"High-dependency chromatin kinase with paralog (VRK2) synthetic-lethal logic and reasonable druggability, offering a plausible ATP-competitive small-molecule path."
58,11,ELAVL1,inhibit,low,Druggable RNA-binding oncoprotein (HuR) with strong tumor-specificity/enrichment and demonstrated small-molecule inhibitors of its RNA interaction.
58,12,CDC25B,inhibit,low,"Tractable phosphatase with existing chemistry and good tumor-specificity, offering a cell-cycle checkpoint angle, though the poor window score requires careful validation."
58,13,ITGB5,inhibit,low,Novel integrin with SL to CDKN2B/NF1 and good dependency/tumor-enrichment; extracellular/surface localization makes it antibody- or peptide-tractable if not classically small-molecule.
58,14,PTK2,inhibit,low,"FAK is a fully tractable kinase with clinical inhibitors and CDKN2A/B synthetic lethality, but TME-dominated dependency and CNS-safety flags cap it to a combination role."
58,15,E2F3,inhibit,low,"RB1-context synthetic-lethal transcription factor with strong biology, nominated as a longer-horizon target since direct TF inhibition currently lacks a small-molecule MoA."
59,1,PDGFRA,inhibit,high,"Bona fide GBM oncogenic driver (amplified/mutated), fully tractable kinase with approved small-molecule inhibitors, high tumor specificity and selectivity."
59,2,MET,inhibit,high,Validated RTK driver in a GBM subset with excellent selectivity and approved kinase inhibitors offering a clear inhibition MoA.
59,3,CDK2,inhibit,medium,Strong dependency with high tumor enrichment and mature CDK2 chemistry provides a rational RB1-context inhibition strategy despite common-essentiality caveats.
59,4,CDK7,inhibit,medium,"Transcriptional CDK with genuine small-molecule inhibitors (covalent) and PTEN synthetic-lethality rationale, though selectivity/essentiality require careful window management."
59,5,TEAD1,inhibit,medium,"Hippo/YAP effector with a druggable palmitoylation pocket and emerging clinical TEAD inhibitors, giving a real inhibition path in GBM mesenchymal programs."
59,6,ITGAV,inhibit,low,"Very high dependency with existing integrin-directed chemistry offers an inhibition handle, but poor tumor specificity/TME-dominated signal tempers confidence."
59,7,EGLN1,inhibit,medium,"PHD2 prolyl hydroxylase is a tractable enzyme with approved-drug chemistry, giving a clear small-molecule inhibition MoA in hypoxic GBM biology."
59,8,VRK1,inhibit,medium,"High, relatively selective dependency in a novel serine/threonine kinase with an inherently druggable ATP pocket worth chemistry investment."
59,9,KIF18A,inhibit,medium,Mitotic kinesin with an established motor-domain inhibitor class (proof-of-concept in CIN tumors) and strong dependency/window scores.
59,10,KIF2C,inhibit,low,Top composite with excellent tumor enrichment and window; a kinesin motor domain is plausibly druggable by analogy to KIF18A despite no current inhibitor.
59,11,ELAVL1,inhibit,low,HuR RNA-binding oncoprotein with tumor-enriched dependency and emerging small-molecule disruptors of its RNA interface provide an inhibition rationale.
59,12,PTK2,inhibit,low,"FAK is a validated, chemically tractable kinase with clinical inhibitors and CDKN2A synthetic-lethality signal, though TME contamination and CNS safety lower confidence."
59,13,CDC25B,inhibit,low,"Cell-cycle phosphatase with existing chemistry and good tumor specificity offers an inhibition target, tempered by a narrow therapeutic window."
59,14,WDR77,inhibit,low,PRMT5-cofactor scaffold with CDKN2A/MTAP-adjacent synthetic-lethality logic that could be exploited via the well-drugged PRMT5 axis rather than WDR77 directly.
59,15,E2F3,unknown,low,RB1-synthetic-lethal transcription factor with strong SL score; not directly druggable but flags a targetable CDK/RB-axis node worth mechanistic follow-up.
60,1,PDGFRA,inhibit,high,"Recurrently amplified/mutated GBM driver RTK with perfect tractability, tumor specificity, and existing approved kinase inhibitors — a directly actionable small-molecule target."
60,2,MET,inhibit,high,"Validated GBM RTK driver (amplification, exon-14/PTPRZ1 fusions) with excellent selectivity, perfect tractability, and clinically approved inhibitors."
60,3,CDK2,inhibit,high,"Strong dependency with high tumor enrichment, well-precedented CDK2 inhibitor chemistry, and a rational RB1-pathway synthetic-lethal context in GBM."
60,4,VRK1,inhibit,medium,"High, selective dependency and a validated paralog synthetic-lethality (VRK2-methylated GBM); a kinase that is chemically approachable despite lacking a clinical MoA today."
60,5,KIF18A,inhibit,medium,"Very strong dependency with high tumor enrichment and an emerging clinical-stage KIF18A inhibitor precedent (motor domain is druggable), giving a real inhibit path."
60,6,TEAD1,inhibit,medium,"Hippo/YAP effector with a genuinely druggable lipid-binding pocket (palmitate site) and active clinical TEAD inhibitors, offering true small-molecule tractability."
60,7,CDK7,inhibit,medium,"Transcriptional CDK with covalent inhibitor chemistry in clinical trials and a PTEN-loss synthetic-lethal rationale, though pan-essentiality narrows the window."
60,8,ITGB5,inhibit,medium,Tumor-enriched integrin with strong dependency and CDKN2B/NF1 synthetic-lethality; RGD-integrin chemistry provides a plausible (if unproven) inhibit route.
60,9,KIF18B,inhibit,medium,"High tumor specificity, near-maximal tumor enrichment and an excellent therapeutic window; a kinesin motor amenable to the same allosteric strategy validated for KIF18A."
60,10,ELAVL1,inhibit,low,"HuR RNA-binding oncogenic hub with strong tumor specificity/enrichment and reported small-molecule disruptors of its RNA interface, warranting inhibit-mode pursuit."
60,11,EGLN1,inhibit,low,"PHD2 prolyl-hydroxylase is a validated enzyme with clinically approved inhibitors; hypoxia-axis rationale in GBM makes it a tractable, well-characterized handle."
60,12,FGFR1,inhibit,medium,"Bona fide GBM RTK (FGFR fusions/amplification) with approved inhibitors, prioritized below PDGFRA/MET only because of CNS/on-target safety concerns."
60,13,JUN,degrade,low,High selective dependency with an MTAP-deletion synthetic-lethal context; nominated as a degradation target since transcription-factor active sites resist direct inhibition and the window score is poor.
60,14,E2F3,degrade,low,RB1-synthetic-lethal transcription factor with good selectivity and window; realistically a degrader/complex-disruption target rather than a classic inhibitor given zero active-site tractability.
60,15,PTK2,inhibit,low,FAK is a druggable kinase with clinical inhibitors and CDKN2A/B synthetic-lethality; kept low because dependency is TME-dominated (tumor-specificity ~0) and CNS safety is a concern.
61,1,PDGFRA,inhibit,high,"Classic GBM amplified/mutated RTK driver with a validated inhibitable kinase pocket, approved-drug chemistry, strong selectivity and top tumor-specificity — the CNS penetration challenge is engineering, not target validity."
61,2,MET,inhibit,high,"Well-validated GBM RTK driver (amplification/exon-14, EGFR-inhibitor-resistance bypass) with excellent selectivity, full tractability and approved MET inhibitors to build on."
61,3,CDK2,inhibit,high,"Fully tractable kinase with mature selective chemistry and RB1-pathway synthetic lethality relevant to CDKN2A/RB-altered GBM, though low pan-essential selectivity means therapeutic index must be watched."
61,4,CDK7,inhibit,medium,"Druggable transcriptional/cell-cycle kinase with covalent inhibitor chemistry and PTEN synthetic-lethality signal, offering a differentiated mechanism from the RTK cluster."
61,5,TEAD1,inhibit,medium,"Hippo/YAP effector with an autopalmitoylation lipid pocket that is genuinely small-molecule tractable (TEAD palmitoylation inhibitors in clinic), giving an actionable MoA for a transcription factor."
61,6,ITGAV,inhibit,medium,"Very high dependency and full tractability with established integrin-antagonist chemistry (αvβ-directed), and CDKN2A/2B synthetic lethality — a real small-molecule/antibody-accessible surface target."
61,7,EGLN1,inhibit,medium,"PHD2 prolyl-hydroxylase is a proven druggable enzyme with approved inhibitors; its HIF-axis role in GBM hypoxia biology gives a rational, highly tractable mechanism."
61,8,VRK1,inhibit,medium,"Strong, relatively selective GBM dependency and a druggable Ser/Thr kinase; classic paralog synthetic-lethality logic and emerging chemistry make it an attractive tractable novel target."
61,9,KIF18A,inhibit,medium,"Very high dependency mitotic kinesin with clinically validated small-molecule inhibitors (KIF18A is chemically actionable despite the label), strong tumor enrichment and wide therapeutic window."
61,10,PTPN11,inhibit,medium,"SHP2 is a fully druggable allosteric-inhibitor target central to RTK/RAS signaling downstream of GBM's amplified receptors, offering a node that pools EGFR/PDGFRA/MET dependence."
61,11,GPX4,inhibit,low,"Very high dependency ferroptosis regulator with genuine small-molecule inhibitor chemistry; mesenchymal GBM ferroptosis vulnerability is compelling, but the near-zero window flags real toxicity risk."
61,12,ELAVL1,inhibit,low,"HuR RNA-binding protein sustaining GBM oncogenic transcripts, with tumor enrichment/specificity and reported small-molecule disruptors of its RNA interface making a novel MoA plausible."
61,13,KIF2C,inhibit,low,"Top composite with excellent tumor enrichment and window and CDKN2A/2B synthetic lethality, but as a kinesin-13 microtubule depolymerase it currently lacks a defined inhibitor pocket — attractive biology needing a tractability breakthrough."
