arm,run,nom_rank,ident,modality,confidence,reason,gene
masked,47,1,CX759,inhibit,high,"Approved-drug kinase with perfect tractability (1.00), near-perfect selectivity (0.93) and tumor-specificity (1.00) plus a reasonable therapeutic window, making it the most directly actionable inhibitor on the list.",PDGFRA
masked,47,2,CX883,inhibit,high,"Approved-drug kinase with outstanding selectivity (0.97), full tractability (1.00) and solid tumor enrichment, offering a clean, druggable inhibition target with a workable window.",MET
masked,47,3,CX793,inhibit,medium,"High dependency (0.77), full tractability (1.00), good selectivity, and MTAP-deletion synthetic-lethality (a well-validated GBM-relevant vulnerability e.g. PRMT5/MAT2A axis), though the poor window (0.27) needs mitigation.",JUN
masked,47,4,CX657,inhibit,medium,"Fully tractable kinase (1.00) with strong dependency, near-max tumor enrichment (0.99) and good window, with RB1 synthetic-lethality, despite common-essential/low-selectivity caveats.",CDK2
masked,47,5,CX254,inhibit,medium,"Balanced novel target with high dependency (0.71), good SL score (0.54) against CDKN2B/NF1 lesions, decent selectivity and tractability (0.80), a strong overall profile.",ITGB5
masked,47,6,CX965,inhibit,medium,"Top composite with exceptional tumor enrichment (0.99), window (0.95) and selectivity plus CDKN2A/B synthetic-lethality, and moderate tractability (0.60) that keeps a small-molecule inhibitor plausible despite the current no-inhibitor-MoA flag.",KIF2C
masked,47,7,CX749,inhibit,medium,"Approved-drug enzyme with excellent selectivity (0.88) and full tractability (1.00), a clinically de-risked inhibition target despite modest dependency (0.47).",EGLN1
masked,47,8,CX318,inhibit,medium,"High dependency (0.90) and good selectivity with a favorable window (0.73) and workable tractability (0.80), a strong novel inhibition candidate lacking only a defined chemical starting point.",VRK1
masked,47,9,CX243,inhibit,low,"Approved-drug kinase with high selectivity (0.91) and tumor-specificity (0.94) and full tractability, worth pursuing if CNS exposure and the poor window (0.16) can be engineered around.",FGFR1
masked,47,10,CX177,inhibit,low,"Fully tractable enzyme (1.00) with good selectivity and high tumor-specificity, a chemically approachable target though the very low window (0.15) is a serious liability to solve.",CDC25B
masked,47,11,CX496,inhibit,low,Fully tractable enzyme (1.00) with good selectivity and an excellent window (0.94); low dependency and zero tumor-enrichment temper enthusiasm but druggability and safety are strong.,AMY2A
masked,47,12,CX786,inhibit,low,"Novel target with good selectivity (0.82), high tumor-specificity/enrichment and moderate tractability (0.55), a reasonable inhibition prospect worth chemistry investment.",ELAVL1
masked,47,13,CX648,inhibit,low,"Strong selectivity (0.87), good SL score (0.62) against RB1 loss and a decent window, a mechanistically attractive novel vulnerability despite zero current tractability requiring new chemistry.",E2F3
masked,47,14,CX257,inhibit,low,"Good selectivity (0.83), tumor-enrichment and tractability (0.80) with has-chemistry status, giving a druggable handle despite modest dependency (0.21).",TEAD1
masked,47,15,CX801,inhibit,low,"Well-rounded novel target with good dependency (0.67), selectivity (0.77) and window (0.75); low tractability (0.25) is the main hurdle to a small molecule.",PDCL3
masked,48,1,CX759,inhibit,high,"Approved-drug kinase with perfect tractability, top-tier selectivity and tumor specificity, and an acceptable therapeutic window — an immediately actionable inhibitor candidate.",PDGFRA
masked,48,2,CX883,inhibit,high,"Approved-drug kinase with near-perfect selectivity (0.97), full tractability, and a reasonable window, giving a strong small-molecule inhibition profile.",MET
masked,48,3,CX749,inhibit,medium,"Approved-drug enzyme with high selectivity (0.88) and full tractability; modest dependency is offset by an established, chemically mature enzyme target.",EGLN1
masked,48,4,CX657,inhibit,medium,"Fully tractable kinase with high dependency, RB1 synthetic-lethality and a good window; low selectivity/common-essential flag warrants dosing care but druggability is strong.",CDK2
masked,48,5,CX254,inhibit,medium,"Strong dependency, good selectivity, and CDKN2B/NF1 synthetic-lethality with solid tumor enrichment make it a compelling GBM-lesion-matched target if inhibitor chemistry can be found.",ITGB5
masked,48,6,CX793,inhibit,medium,"High dependency, MTAP-deletion synthetic-lethality (a validated GBM co-deletion vulnerability), and existing chemistry; the poor window is the main risk.",JUN
masked,48,7,CX965,inhibit,medium,"Best composite with excellent window, tumor enrichment and CDKN2A/B synthetic-lethality; needs MoA development but the biology and safety are outstanding.",KIF2C
masked,48,8,CX318,inhibit,medium,"High dependency (0.90) with a decent window and moderate tractability, offering a clean essentiality-driven inhibition target once chemistry is established.",VRK1
masked,48,9,CX177,inhibit,medium,Fully tractable enzyme with good selectivity and tumor specificity; the very narrow window is the key liability to resolve.,CDC25B
masked,48,10,CX496,inhibit,low,"Fully tractable enzyme with high selectivity, strong tumor specificity, and an excellent safety window; low dependency and zero tumor enrichment temper enthusiasm.",AMY2A
masked,48,11,CX786,inhibit,low,"Good selectivity, high tumor specificity and enrichment with moderate tractability make it a balanced novel inhibition candidate.",ELAVL1
masked,48,12,CX648,inhibit,low,Highest genuine SL score (RB1) with strong selectivity and a good window; zero tractability means it is a discovery-stage but mechanistically attractive target.,E2F3
masked,48,13,CX426,inhibit,low,Very high dependency (0.93) with PTEN synthetic-lethality relevant to GBM; needs both chemistry and window improvement but the lesion-match is valuable.,FERMT2
masked,48,14,CX947,inhibit,low,"Excellent window (0.96), high tumor enrichment/specificity and CDKN2A/B SL; attractive biology despite absent tractability and MoA.",KIF18B
masked,48,15,CX275,unknown,low,Moderate dependency with decent selectivity and workable tractability offers a reasonable novel inhibition starting point.,OSBP
masked,49,1,CX793,inhibit,high,"Strong dependency (0.77) with tractable chemistry (1.00) and an MTAP-deletion synthetic-lethal context that is highly relevant in GBM, though the narrow therapeutic window (0.27) warrants attention.",JUN
masked,49,2,CX759,inhibit,high,"Approved-drug kinase with excellent tractability (1.00), top tumor-specificity (1.00), and strong selectivity (0.93), offering a low-risk repurposing entry point.",PDGFRA
masked,49,3,CX883,inhibit,high,"Approved-drug kinase with near-perfect selectivity (0.97) and full tractability (1.00) plus solid tumor enrichment, making it a clean druggable candidate.",MET
masked,49,4,CX657,inhibit,medium,"High dependency (0.75), full tractability (1.00), and RB1 synthetic-lethality make it attractive despite modest selectivity and its common-essential flag needing a therapeutic-window check.",CDK2
masked,49,5,CX254,unknown,medium,"Balanced profile with good dependency (0.71), strong SL against CDKN2B/NF1 lesions and high tumor enrichment (0.89), though a small-molecule inhibitor MoA still needs to be established.",ITGB5
masked,49,6,CX426,inhibit,medium,"Very high dependency (0.93) coupled to PTEN synthetic-lethality, a common GBM lesion, making it a compelling context-selective target if chemistry can be developed.",FERMT2
masked,49,7,CX870,unknown,medium,"High dependency (0.89), good selectivity (0.71) and PTEN synthetic-lethality, though zero tractability means it needs a chemistry campaign or degrader approach.",RPP25L
masked,49,8,CX318,unknown,medium,"Strong dependency (0.90) with reasonable tractability (0.80) and a decent window (0.73), a solid all-around profile despite lacking a defined inhibitor MoA.",VRK1
masked,49,9,CX947,unknown,medium,"Excellent window (0.96), tumor enrichment (0.99), tumor-specificity (0.87) and CDKN2A/2B synthetic-lethality, an attractive biology despite needing chemistry.",KIF18B
masked,49,10,CX415,unknown,medium,"Best overall SL score (0.72) with high dependency, selectivity, window and tumor enrichment against CDKN2A/2B loss, a standout biologically even though tractability is currently zero.",C3orf38
masked,49,11,CX749,inhibit,medium,"Approved-drug enzyme with full tractability (1.00) and good selectivity (0.88), a safe repurposing candidate though modest dependency (0.47) tempers enthusiasm.",EGLN1
masked,49,12,CX648,unknown,medium,"Good selectivity (0.87) and RB1 synthetic-lethality with reasonable window, a mechanistically interesting candidate needing chemistry to unlock.",E2F3
masked,49,13,CX177,inhibit,low,"Druggable enzyme (tract 1.00) with high tumor-specificity (0.88), but the very poor therapeutic window (0.15) is the key liability to resolve.",CDC25B
masked,49,14,CX322,unknown,low,"Good tumor-specificity (0.96) and PTEN synthetic-lethality with moderate dependency, a context-selective candidate worth pursuing if chemistry can be built.",PTPMT1
masked,49,15,CX786,unknown,low,"Well-rounded novel target with strong tumor-specificity (0.85) and enrichment (0.93) and no obvious disqualifying flag, meriting exploratory follow-up.",ELAVL1
masked,50,1,CX793,inhibit,high,"High dependency (0.77) with full small-molecule tractability and an MTAP-deletion synthetic-lethal context (a well-validated GBM vulnerability, e.g. PRMT5/MAT2A axis), making it a mechanistically credible inhibition target despite a narrow window flag.",JUN
masked,50,2,CX759,inhibit,high,"Approved-drug kinase with top-tier selectivity (0.93), perfect tumor specificity (1.00) and full tractability, offering a repurposing-ready inhibitor with an established chemistry base.",PDGFRA
masked,50,3,CX883,inhibit,high,"Approved-drug kinase with excellent selectivity (0.97) and full tractability, another repurposing candidate with a clean tumor-vs-pan-essential profile.",MET
masked,50,4,CX657,inhibit,medium,"High dependency (0.75), fully tractable kinase with tumor enrichment 0.99 and a decent therapeutic window; the RB1 synthetic-lethal context is attractive, tempered by a common-essential flag.",CDK2
masked,50,5,CX254,inhibit,medium,"Strong balanced profile (dep 0.71, SL 0.54 in CDKN2B/NF1 context, tract 0.80) making it a plausible inhibitable node, though the no-inhibitor-MoA flag means the mechanism still needs validation.",ITGB5
masked,50,6,CX749,inhibit,medium,"Approved-drug enzyme with high selectivity (0.88) and full tractability, a low-risk repurposing option even though dependency is only moderate (0.47).",EGLN1
masked,50,7,CX177,inhibit,medium,"Fully tractable enzyme with good selectivity (0.80) and tumor specificity (0.88); a druggable enzymatic target, though the very narrow window (0.15) demands careful therapeutic-index work.",CDC25B
masked,50,8,CX496,inhibit,medium,"Fully tractable enzyme with strong selectivity (0.80), tumor specificity (0.85) and an excellent safety window (0.94); low dependency and zero tumor enrichment cap enthusiasm but druggability is ideal.",AMY2A
masked,50,9,CX257,inhibit,low,Has-chemistry candidate with high selectivity (0.83) and reasonable tractability (0.80); dependency is weak (0.21) so it ranks as an exploratory but chemically accessible option.,TEAD1
masked,50,10,CX318,unknown,medium,High dependency (0.90) with a decent window (0.73) and tractability (0.80); a strong dependency node worth mechanistic follow-up despite the no-inhibitor-MoA flag.,VRK1
masked,50,11,CX426,inhibit,medium,Very high dependency (0.93) in a PTEN synthetic-lethal context relevant to GBM; modest tractability (0.25) means a chemistry/degrader campaign would be needed.,FERMT2
masked,50,12,CX415,degrade,medium,"Best-in-list synthetic-lethality (0.72, CDKN2A/CDKN2B) with strong dependency, selectivity, specificity and window, but zero tractability makes it a prime targeted-degrader candidate rather than a classical inhibitor.",C3orf38
masked,50,13,CX947,degrade,medium,"Excellent window (0.96), tumor enrichment (0.99) and specificity in a CDKN2A/CDKN2B SL context; untractable by small molecule so a degrader modality is the realistic path.",KIF18B
masked,50,14,CX648,degrade,low,Good selectivity (0.87) and SL (0.62) in an RB1 context with solid window; zero tractability positions it as a degrader-development candidate.,E2F3
masked,50,15,CX786,inhibit,low,"Balanced novel node (tumor enrichment 0.93, specificity 0.85) with partial tractability (0.55); a reasonable exploratory inhibition target pending MoA confirmation.",ELAVL1
masked,51,1,CX759,inhibit,high,"Approved-drug kinase with perfect tractability (1.00), top selectivity (0.93), perfect tumor specificity (1.00) and good tumor enrichment — a druggable, well-behaved inhibition target.",PDGFRA
masked,51,2,CX883,inhibit,high,"Approved-drug kinase with near-perfect selectivity (0.97), perfect tractability and solid window/tumor-specificity, making it a low-risk small-molecule inhibition target.",MET
masked,51,3,CX793,inhibit,high,"MTAP-deletion synthetic-lethal (the classic PRMT5/MAT2A axis in GBM) with high dependency (0.77), perfect tractability and existing chemistry, though narrow window (0.27) needs watching.",JUN
masked,51,4,CX657,inhibit,medium,"RB1 synthetic-lethal kinase with existing chemistry, perfect tractability, top tumor enrichment (0.99) and good window — strong druggable candidate despite lower selectivity.",CDK2
masked,51,5,CX254,inhibit,medium,"Balanced novel candidate with good dependency (0.71), strong SL against GBM lesions CDKN2B/NF1, high tumor enrichment (0.89) and decent tractability (0.80).",ITGB5
masked,51,6,CX965,inhibit,medium,Top composite with exceptional tumor enrichment (0.99) and window (0.95) plus CDKN2A/B synthetic-lethality; decent tractability (0.60) makes the no-known-inhibitor MoA plausibly addressable.,KIF2C
masked,51,7,CX749,inhibit,medium,"Approved-drug enzyme with high selectivity (0.88) and perfect tractability, offering a de-risked chemical starting point despite modest dependency.",EGLN1
masked,51,8,CX318,inhibit,medium,"High dependency (0.90) novel target with good selectivity (0.57), reasonable window (0.73) and tractability (0.80) — a druggable core-dependency candidate.",VRK1
masked,51,9,CX243,inhibit,medium,"Approved-drug kinase with high selectivity (0.91) and excellent tumor specificity (0.94), attractive if the CNS-safety and narrow-window liabilities can be engineered around.",FGFR1
masked,51,10,CX177,inhibit,medium,Druggable enzyme (tract 1.00) with good selectivity and tumor specificity; enzyme class makes inhibitor discovery feasible despite the poor window flag.,CDC25B
masked,51,11,CX496,inhibit,low,"Highly druggable enzyme (tract 1.00) with strong selectivity (0.80), tumor specificity (0.85) and excellent window (0.94); low dependency and zero tumor-enrichment temper enthusiasm.",AMY2A
masked,51,12,CX786,inhibit,low,"Novel target with strong tumor enrichment (0.93), good selectivity/specificity and moderate tractability (0.55), a reasonable inhibition prospect.",ELAVL1
masked,51,13,CX426,inhibit,low,Very high dependency (0.93) with PTEN synthetic-lethality relevant to GBM; low tractability (0.25) is the main hurdle for small-molecule work.,FERMT2
masked,51,14,CX870,degrade,low,High dependency (0.89) PTEN-SL novel target with good selectivity (0.71); zero tractability means it may need a degrader rather than a classical inhibitor.,RPP25L
masked,51,15,CX257,inhibit,low,Existing chemistry and good tractability (0.80) with strong selectivity (0.83) and tumor enrichment (0.85); low dependency (0.21) is the caveat.,TEAD1
masked,52,1,CX759,inhibit,high,"Approved-drug kinase with perfect tractability, top tumor-specificity (1.00) and strong selectivity vs pan-essentials, making it the most directly druggable and de-risked candidate.",PDGFRA
masked,52,2,CX883,inhibit,high,"Approved-drug kinase with near-perfect selectivity (0.97), full tractability and solid tumor enrichment/window, offering a clean small-molecule entry point.",MET
masked,52,3,CX793,inhibit,high,"MTAP-deletion synthetic-lethal target with strong dependency (0.77) and full tractability, mechanistically attractive in the ~50% of GBM with 9p21 co-deletion despite a narrow modeled window.",JUN
masked,52,4,CX657,inhibit,medium,"Fully tractable RB1-synthetic-lethal kinase with high dependency, tumor enrichment (0.99) and window, though its common-essential/low-selectivity flags require careful therapeutic-index work.",CDK2
masked,52,5,CX254,unknown,medium,"Balanced NF1/CDKN2B synthetic-lethal candidate with good dependency, selectivity and the highest SL score in the top tier, capturing two common GBM lesions.",ITGB5
masked,52,6,CX749,inhibit,medium,"Approved-drug enzyme with high selectivity (0.88) and full tractability, giving a repurposing-ready option even with only moderate dependency.",EGLN1
masked,52,7,CX496,inhibit,medium,"Fully tractable enzyme with strong selectivity, tumor-specificity and an excellent safety window, attractive if dependency can be boosted in the right GBM context.",AMY2A
masked,52,8,CX318,unknown,medium,"High dependency (0.90) with good selectivity and window and reasonable tractability, a solid novel node once an inhibitor MoA is established.",VRK1
masked,52,9,CX786,unknown,medium,"Good tumor-specificity, enrichment and selectivity with moderate tractability, a reasonable novel candidate worth chemistry investment.",ELAVL1
masked,52,10,CX177,inhibit,low,Fully tractable enzyme with strong tumor-specificity and selectivity; the very narrow window (0.15) is the main risk to manage.,CDC25B
masked,52,11,CX257,inhibit,low,"Existing chemistry, strong selectivity and reasonable tractability; low dependency (0.21) tempers enthusiasm but the druggability is real.",TEAD1
masked,52,12,CX243,inhibit,low,"Approved-drug kinase with excellent selectivity and tumor-specificity, useful if the flagged CNS-safety risk and poor window can be mitigated by delivery/scheduling.",FGFR1
masked,52,13,CX562,inhibit,low,"Enzyme with existing chemistry, strong tumor enrichment and a wide safety window; needs an inhibitor MoA and better dependency to advance.",BRCA1
masked,52,14,CX426,unknown,low,"Very high dependency (0.93) and a PTEN synthetic-lethal rationale relevant to a large GBM subset, worth pursuing if tractability (0.25) can be improved.",FERMT2
masked,52,15,CX648,unknown,low,"Strong selectivity and RB1 synthetic-lethality with decent tumor-specificity, a mechanistically interesting novel target pending any chemical matter (tract=0.00).",E2F3
masked,53,1,CX759,inhibit,high,"Approved-drug kinase with perfect tractability, top-tier selectivity (0.93) and tumor specificity (1.00) plus a decent window — the most directly actionable inhibitable target on the list.",PDGFRA
masked,53,2,CX883,inhibit,high,"Approved-drug kinase with the best selectivity vs pan-essential (0.97), full tractability and a workable window — a druggable, low-risk inhibition target.",MET
masked,53,3,CX793,inhibit,high,"High dependency (0.77), full tractability and an MTAP-deletion synthetic-lethal handle (a validated GBM vulnerability), though narrow window warrants dose-finding.",JUN
masked,53,4,CX415,inhibit,medium,"Strongest overall SL/selectivity/window profile (SL 0.72, window 0.81, CDKN2A/B lethality) among novel targets — mechanistically compelling if a chemical entity can be found despite zero current tractability.",C3orf38
masked,53,5,CX254,inhibit,medium,"Good dependency (0.71), high SL (0.54) against CDKN2B/NF1 lesions common in GBM, and solid tumor enrichment; needs an inhibitor-MoA established.",ITGB5
masked,53,6,CX657,inhibit,medium,"Druggable kinase (tract 1.00) with high dependency, strong tumor enrichment and RB1 synthetic-lethality; low selectivity flags a therapeutic-window risk to manage.",CDK2
masked,53,7,CX947,inhibit,medium,"Excellent window (0.96), high tumor specificity/enrichment and CDKN2A/B SL — an attractive vulnerability, gated only by absent chemistry (tract 0.00).",KIF18B
masked,53,8,CX749,inhibit,medium,Approved-drug enzyme with strong selectivity (0.88) and full tractability; lower dependency tempers enthusiasm but repurposing lowers execution risk.,EGLN1
masked,53,9,CX318,inhibit,medium,High dependency (0.90) with decent selectivity and window and no TME/common-essential red flags; a clean novel target needing MoA and tractability work.,VRK1
masked,53,10,CX177,inhibit,medium,Druggable enzyme (tract 1.00) with good selectivity and tumor specificity; the very narrow window (0.15) is the main liability to derisk.,CDC25B
masked,53,11,CX786,inhibit,medium,"Balanced novel profile — good selectivity (0.82), tumor specificity and enrichment with no common-essential/TME flags; needs inhibitor chemistry.",ELAVL1
masked,53,12,CX648,inhibit,medium,"High selectivity (0.87) and SL (0.62) against RB1-deficient GBM with good window, an appealing genotype-selective vulnerability despite no current chemistry.",E2F3
masked,53,13,CX698,inhibit,medium,"Outstanding selectivity (0.90), window (0.96) and tumor enrichment with a clean flag set; moderate dependency and no chemistry keep it exploratory.",ERCC6L
masked,53,14,CX496,inhibit,low,"Fully tractable enzyme with high selectivity, tumor specificity and an excellent window — worth pursuing despite low dependency and zero tumor enrichment.",AMY2A
masked,53,15,CX801,inhibit,low,"Well-rounded novel target with good selectivity, window and enrichment and no disqualifying flags; a reasonable second-tier pick pending MoA/tractability.",PDCL3
masked,54,1,CX759,inhibit,high,"Approved-drug kinase with top-tier selectivity (0.93), perfect tumor-specificity (1.00) and full tractability (1.00), giving a clean directly-inhibitable, well-windowed target.",PDGFRA
masked,54,2,CX883,inhibit,high,"Approved-drug kinase with near-best selectivity (0.97), full tractability and a solid therapeutic window, an immediately actionable inhibition target.",MET
masked,54,3,CX793,inhibit,high,"Strong dependency (0.77) with fully tractable chemistry and an MTAP-deletion synthetic-lethal context common in GBM, making it a genotype-selective inhibition target despite a modest window.",JUN
masked,54,4,CX657,inhibit,medium,"Fully tractable kinase with high dependency, top tumor-enrichment and RB1 synthetic-lethality, though weak selectivity requires a genotype-restricted strategy.",CDK2
masked,54,5,CX749,inhibit,medium,"Approved-drug enzyme with high selectivity (0.88) and full tractability, offering a repurposable directly-inhibitable target despite only moderate dependency.",EGLN1
masked,54,6,CX496,inhibit,medium,"Fully tractable enzyme with good selectivity, high tumor-specificity and an excellent safety window, a clean inhibition candidate even if dependency is modest.",AMY2A
masked,54,7,CX254,inhibit,medium,"Balanced novel target with real dependency, good SL against CDKN2B/NF1 GBM lesions and decent tractability, warranting chemistry development toward an inhibitor.",ITGB5
masked,54,8,CX965,unknown,medium,"Top composite with outstanding tumor-enrichment and window plus CDKN2A/B synthetic-lethality, but no known inhibitor MoA means the effector direction must be established before campaigning.",KIF2C
masked,54,9,CX318,inhibit,medium,"High dependency (0.90) novel target with reasonable tractability and window, a promising inhibition candidate pending mechanistic confirmation.",VRK1
masked,54,10,CX177,inhibit,medium,"Fully tractable enzyme with good selectivity and tumor-specificity, though the poor therapeutic window (0.15) demands careful validation before advancing.",CDC25B
masked,54,11,CX786,inhibit,low,"Novel target with strong tumor-specificity and enrichment and partial tractability, a reasonable inhibition prospect once chemistry is matured.",ELAVL1
masked,54,12,CX257,inhibit,low,Has-chemistry novel target with high selectivity (0.83) and good tractability; low intrinsic dependency tempers enthusiasm but the druggability is real.,TEAD1
masked,54,13,CX801,inhibit,low,"Novel target with good selectivity, window and tumor-enrichment; low tractability is the main gap but the biology profile is favorable.",PDCL3
masked,54,14,CX426,unknown,low,"Very high dependency (0.93) with PTEN synthetic-lethality relevant to GBM, worth pursuing despite limited tractability and no established inhibitor MoA.",FERMT2
masked,54,15,CX648,inhibit,low,Strong SL against RB1 with good selectivity and tumor-specificity; zero tractability makes it a longer-term inhibition target requiring de novo chemistry.,E2F3
masked,55,1,CX759,inhibit,high,"Approved-drug kinase with perfect tractability (1.0), near-perfect tumor specificity (1.0), high selectivity (0.93) and a reasonable therapeutic window — a directly actionable, well-behaved inhibition target.",PDGFRA
masked,55,2,CX883,inhibit,high,"Approved-drug kinase with outstanding selectivity (0.97) and perfect tractability, solid tumor specificity and window — a low-risk, immediately druggable inhibition candidate.",MET
masked,55,3,CX749,inhibit,medium,Approved-drug enzyme with high selectivity (0.88) and perfect tractability; modest dependency is offset by clean profile and existing chemistry for repurposing.,EGLN1
masked,55,4,CX793,inhibit,medium,"Strong dependency (0.77), high selectivity, perfect tractability and an MTAP-deletion synthetic-lethal handle (a validated GBM-relevant vulnerability), though the poor window (0.27) requires careful margin-setting.",JUN
masked,55,5,CX254,inhibit,medium,"Balanced high-dependency (0.71), good SL score with CDKN2B/NF1 lesions common in GBM, strong tumor enrichment and decent tractability (0.80) make it a compelling novel target.",ITGB5
masked,55,6,CX318,inhibit,medium,"High dependency (0.90) with good tumor specificity, decent window and workable tractability (0.80) — a robust essential dependency worth chemical-tractability follow-up.",VRK1
masked,55,7,CX657,inhibit,medium,"High dependency, tractable kinase (1.0) with existing chemistry and an RB1 synthetic-lethal link, plus strong window and tumor enrichment; low selectivity is the main risk to manage.",CDK2
masked,55,8,CX496,inhibit,medium,"Highly selective (0.80), fully tractable enzyme with an excellent therapeutic window (0.94) and clean tumor specificity — attractive despite low dependency, which warrants efficacy validation.",AMY2A
masked,55,9,CX786,inhibit,medium,"Novel target with balanced profile — good selectivity, high tumor specificity and enrichment — and moderate tractability (0.55) that keeps small-molecule pursuit realistic.",ELAVL1
masked,55,10,CX177,inhibit,low,"Fully tractable enzyme with existing chemistry, good selectivity and tumor specificity; the very poor window (0.15) is the key hurdle but enzyme druggability is a strong start.",CDC25B
masked,55,11,CX243,inhibit,low,"Approved-drug kinase with high selectivity and tumor specificity plus perfect tractability, but the CNS-safety-risk and poor window (0.16) demand cautious brain-exposure engineering.",FGFR1
masked,55,12,CX257,inhibit,low,Highly selective (0.83) novel target with existing chemistry and good tractability (0.80); low dependency (0.21) is a concern but the clean druggability profile earns a place.,TEAD1
masked,55,13,CX591,inhibit,low,Has-chemistry candidate with good tumor specificity and reasonable tractability (0.80); modest dependency and common-essential flag temper enthusiasm but chemistry is in hand.,VHL
masked,55,14,CX426,unknown,low,Very high dependency (0.93) with a PTEN synthetic-lethal handle relevant to GBM; weak tractability (0.25) means it needs a tractability/degrader assessment before commitment.,FERMT2
masked,55,15,CX801,unknown,low,"Novel target with balanced dependency, selectivity, tumor specificity and a good window; low tractability (0.25) is the gating question for small-molecule feasibility.",PDCL3
masked,56,1,CX759,inhibit,high,"Approved-drug kinase with perfect tumor specificity (1.00), high selectivity vs pan-essential (0.93) and top tractability (1.00), giving a clean, immediately actionable inhibition target.",PDGFRA
masked,56,2,CX883,inhibit,high,"Approved-drug kinase with near-perfect selectivity (0.97), strong tumor enrichment/specificity and full tractability (1.00) plus a reasonable therapeutic window.",MET
masked,56,3,CX793,inhibit,high,"MTAP-deletion synthetic-lethal (a validated GBM-relevant vulnerability like PRMT5/MAT2A) with high dependency (0.77) and full tractability (1.00), though narrow window needs watching.",JUN
masked,56,4,CX254,inhibit,medium,"Novel CDKN2B/NF1 synthetic-lethal candidate with balanced dependency (0.71), good SL (0.54) and tumor enrichment (0.89) and workable tractability (0.80).",ITGB5
masked,56,5,CX965,unknown,medium,"Top composite with exceptional tumor enrichment (0.99) and window (0.95) and CDKN2A/CDKN2B synthetic-lethality, but no-inhibitor-MoA means the actionable mechanism must first be established.",KIF2C
masked,56,6,CX657,inhibit,medium,"Druggable kinase (tract 1.00) with high dependency (0.75), RB1 synthetic-lethality and excellent tumor enrichment/window, worth pursuing despite poor selectivity flag.",CDK2
masked,56,7,CX749,inhibit,medium,"Approved-drug enzyme with high selectivity (0.88) and full tractability (1.00), offering a repurposing-ready inhibition entry even if dependency is modest.",EGLN1
masked,56,8,CX496,inhibit,medium,"Druggable enzyme (tract 1.00) with strong selectivity (0.80), good tumor specificity and excellent window (0.94); low tumor enrichment is the main caveat.",AMY2A
masked,56,9,CX318,unknown,medium,"Novel target with high dependency (0.90), decent tractability (0.80) and good window, a solid vulnerability once an inhibitor MoA is worked out.",VRK1
masked,56,10,CX648,inhibit,medium,"Novel RB1 synthetic-lethal with high selectivity (0.87) and good SL (0.62) and tumor specificity, a mechanistically attractive lead despite zero current tractability.",E2F3
masked,56,11,CX177,inhibit,medium,Druggable enzyme (tract 1.00) with good selectivity and tumor specificity; narrow window (0.15) is a concern but the class is chemically approachable.,CDC25B
masked,56,12,CX415,unknown,low,"Best-rounded novel CDKN2A/CDKN2B SL profile (SL 0.72, tumorEnr 0.96, window 0.81) but tractability is 0.00, so it needs a chemistry breakthrough before it is real.",C3orf38
masked,56,13,CX947,unknown,low,"Novel CDKN2A/CDKN2B SL candidate with outstanding tumor specificity (0.87), enrichment (0.99) and window (0.96); tractability of 0.00 caps confidence.",KIF18B
masked,56,14,CX786,inhibit,low,"Novel target with good selectivity (0.82), high tumor specificity (0.85) and enrichment (0.93) and moderate tractability (0.55), a reasonable exploratory inhibition lead.",ELAVL1
masked,56,15,CX257,inhibit,low,"Has-chemistry novel candidate with high selectivity (0.83), good tumor enrichment and workable tractability (0.80); low dependency (0.21) is the tradeoff.",TEAD1
masked,57,1,CX759,inhibit,high,"Approved-drug kinase with perfect tractability (1.0), top selectivity (0.93) and tumor-specificity (1.0), giving a directly druggable, well-behaved inhibitor target.",PDGFRA
masked,57,2,CX883,inhibit,high,"Approved-drug kinase with near-best selectivity (0.97) and full tractability (1.0), a clean and immediately actionable small-molecule inhibitor candidate.",MET
masked,57,3,CX657,inhibit,high,"Fully tractable kinase (1.0) with strong dependency (0.75), maximal tumor enrichment (0.99), good window (0.79) and RB1 synthetic-lethality despite modest selectivity.",CDK2
masked,57,4,CX793,inhibit,medium,"Fully tractable, high-dependency (0.77) target with actionable MTAP-deletion synthetic lethality (a validated GBM-relevant vulnerability), though the poor window needs care.",JUN
masked,57,5,CX749,inhibit,medium,"Approved-drug enzyme with full tractability (1.0) and strong selectivity (0.88), a druggable inhibitor target with a reasonable safety profile.",EGLN1
masked,57,6,CX254,inhibit,medium,"Balanced novel target with good dependency (0.71), high SL (0.54) against CDKN2B/NF1 lesions, strong tumor enrichment (0.89) and solid tractability (0.80).",ITGB5
masked,57,7,CX415,unknown,medium,"Best-in-list synthetic lethality (0.72) with CDKN2A/B on top of strong dependency, selectivity, specificity and window — biologically top-tier, but zero tractability caps confidence.",C3orf38
masked,57,8,CX496,inhibit,medium,"Fully tractable enzyme (1.0) with excellent window (0.94), high specificity and good selectivity, offering a safe druggable node despite low standalone dependency.",AMY2A
masked,57,9,CX947,unknown,medium,"Novel CDKN2A/B synthetic-lethal target with outstanding window (0.96), tumor enrichment (0.99) and specificity (0.87), attractive if inhibitor chemistry can be developed.",KIF18B
masked,57,10,CX318,unknown,medium,Novel target with high dependency (0.90) and reasonable specificity/window; a genuine vulnerability worth prosecuting despite unknown inhibitor mechanism.,VRK1
