arm,run,nom_rank,ident,modality,confidence,reason,gene
named,45,12,E2F3,degrade,low,"RB1-synthetic-lethal transcription factor with high selectivity; conceptually attractive but requires indirect (e.g., CDK/degrader) targeting since TFs lack classic inhibitor pockets.",E2F3
named,45,13,EGLN1,inhibit,low,PHD2 prolyl hydroxylase is an established druggable enzyme with approved inhibitors; modulating HIF signaling in hypoxic GBM offers a mechanistically tractable angle.,EGLN1
named,45,14,WDR77,inhibit,low,"PRMT5-cofactor with strong CDKN2A/B (MTAP-adjacent) synthetic-lethality and good tumor specificity, addressable through the well-drugged PRMT5 axis.",WDR77
named,45,15,SLC35B2,inhibit,low,PAPS transporter driving sulfation with PDGFRA-amp synthetic-lethality and high enrichment; a novel but mechanistically coherent metabolic-transport target.,SLC35B2
named,46,1,PDGFRA,inhibit,high,"GBM-defining RTK with high tumor specificity, strong selectivity, full small-molecule tractability, and approved kinase inhibitors already in clinic.",PDGFRA
named,46,2,MET,inhibit,high,"Bona fide GBM RTK driver with excellent selectivity, top tractability, and approved inhibitors, offering a clear directed inhibition strategy.",MET
named,46,3,CDK2,inhibit,high,"Well-validated druggable kinase, synthetic-lethal with RB1 loss common in GBM, with a favorable therapeutic window and mature chemistry.",CDK2
named,46,4,KIF18A,inhibit,medium,Mitotic kinesin with strong dependency and excellent therapeutic window; clinical-stage selective inhibitors now exist despite the legacy 'no-MoA' flag.,KIF18A
named,46,5,CDK7,inhibit,medium,"Transcriptional CDK with full tractability, mature selective inhibitors in trials, and synthetic-lethality with PTEN loss frequent in GBM.",CDK7
named,46,6,TEAD1,inhibit,medium,"Hippo-pathway transcription factor now genuinely druggable via covalent palmitate-pocket inhibitors, addressing an actionable GBM mesenchymal program.",TEAD1
named,46,7,FGFR1,inhibit,medium,"GBM RTK with high tumor specificity and approved inhibitors, though its CNS-safety risk and narrow window temper enthusiasm.",FGFR1
named,46,8,KIF2C,inhibit,low,Top composite with strong tumor enrichment and window; a mitotic kinesin worth pursuing as a tool-compound/degrader entry point despite unproven chemistry.,KIF2C
named,46,9,VRK1,inhibit,medium,High-dependency serine/threonine kinase with paralog-selectivity potential; a tractable-enough novel kinase deserving inhibitor discovery.,VRK1
named,46,11,KIF18B,inhibit,low,Mitotic kinesin with high tumor enrichment and outstanding window; a promising novel target if kinesin-class chemistry can be extended to it.,KIF18B
named,46,14,WDR77,inhibit,low,PRMT5-complex partner offering an indirect route into the MTAP/PRMT5 vulnerability axis relevant to CDKN2A-deleted GBM.,WDR77
named,46,15,E2F3,degrade,low,RB1-synthetic-lethal transcription factor central to GBM cell-cycle deregulation; a compelling biology target pending tractable degrader chemistry.,E2F3
named,47,1,PDGFRA,inhibit,high,"Recurrently amplified/mutated GBM driver kinase with excellent selectivity, tumor specificity, and full small-molecule tractability plus approved inhibitors.",PDGFRA
named,47,2,MET,inhibit,high,Validated RTK driver in a GBM subset with top-tier selectivity and tractability and clinically available inhibitors for CNS repurposing.,MET
named,47,3,CDK2,inhibit,high,"Highly tractable kinase with strong dependency and synthetic lethality with RB1 loss, offering a real small-molecule inhibitor path despite modest selectivity.",CDK2
named,47,4,CDK7,inhibit,medium,"Druggable transcriptional CDK with mature covalent-inhibitor chemistry and PTEN synthetic-lethality, though common-essentiality demands a careful therapeutic window.",CDK7
named,47,5,KIF18A,inhibit,medium,"Mitotic kinesin with emerging clinical-stage inhibitors and strong tumor enrichment/window, giving genuine (not zero) tractability despite the list flag.",KIF18A
named,47,6,TEAD1,inhibit,medium,"Hippo-pathway transcription factor made druggable via its lipid-binding pocket, with clinical TEAD palmitoylation inhibitors and good selectivity.",TEAD1
named,47,7,ELAVL1,inhibit,medium,RNA-binding oncoprotein (HuR) with high tumor enrichment/specificity and reported small-molecule disruptors of its RNA interaction.,ELAVL1
named,47,8,ITGB5,inhibit,low,"Novel integrin with strong tumor enrichment and dual CDKN2B/NF1 synthetic-lethality signal, offering a differentiated surface/adhesion target for medicinal chemistry.",ITGB5
named,47,9,VRK1,inhibit,medium,Strong pan-cancer dependency serine/threonine kinase (paralog SL context) that is inherently tractable as an ATP-competitive target despite being early-stage.,VRK1
named,47,10,KIF18B,inhibit,low,"Mitotic kinesin with outstanding tumor enrichment, specificity, and window plus CDKN2A/B synthetic-lethality, a compelling chemistry-startable target.",KIF18B
named,47,11,CDC25B,inhibit,low,"Cell-cycle phosphatase with existing chemistry and high tumor specificity, worth pursuing though the narrow window (0.15) is a real liability.",CDC25B
named,47,12,E2F3,degrade,low,RB1-synthetic-lethal transcription factor with good selectivity and tumor enrichment; hard to drug directly but a strong biological node for degrader approaches.,E2F3
named,47,13,PTPN11,inhibit,medium,"SHP2 is a validated, allosterically druggable phosphatase downstream of RTKs with clinical inhibitors, relevant to RTK-driven GBM.",PTPN11
named,47,14,GPX4,inhibit,low,"Very high dependency ferroptosis regulator that is a bona fide small-molecule vulnerability, but its extremely narrow window (0.09) and CNS risk cap confidence.",GPX4
named,47,15,WWTR1,inhibit,low,"TAZ Hippo effector with strong tumor enrichment and CDKN2A/B synthetic-lethality, addressable via the same upstream TEAD-inhibitor axis.",WWTR1
named,48,1,PDGFRA,inhibit,high,"Validated GBM oncogenic driver (amplified/mutated) that is a druggable kinase with approved inhibitors, strong selectivity and top tumor specificity/tractability.",PDGFRA
named,48,2,MET,inhibit,high,"GBM driver kinase (amplification/exon-14 splicing, EGFRvIII-driven bypass) with approved small-molecule inhibitors, high selectivity and full tractability.",MET
named,48,3,CDK2,inhibit,high,Druggable cell-cycle kinase with a strong RB1/CDKN2A synthetic-lethal rationale in GBM and mature selective inhibitors emerging; decent therapeutic window.,CDK2
named,48,4,KIF18A,inhibit,medium,"Very high dependency mitotic kinesin with an excellent therapeutic window and clinically validated inhibitor chemistry (KIF18A inhibitors in trials), especially in chromosomally unstable tumors.",KIF18A
named,48,5,TEAD1,inhibit,medium,"Hippo-pathway transcription factor with a druggable palmitate pocket and clinical-stage covalent inhibitors, relevant to mesenchymal GBM despite modest dependency.",TEAD1
named,48,6,CDK7,inhibit,medium,"Druggable transcriptional/cell-cycle kinase with selective covalent inhibitors and a PTEN synthetic-lethal link, though pan-essentiality narrows the window.",CDK7
named,48,7,VRK1,inhibit,medium,"High-dependency serine/threonine kinase that is a tractable paralog-lethal target and enzymatically druggable, offering a genuinely novel small-molecule entry point.",VRK1
named,48,8,KIF2C,inhibit,medium,Top-composite mitotic kinesin with exceptional tumor enrichment and therapeutic window; an ATPase active site is in principle druggable but no inhibitor exists yet.,KIF2C
named,48,9,KIF18B,inhibit,medium,"Novel mitotic kinesin with strong tumor specificity, top tumor enrichment and best-in-list therapeutic window, sharing the druggable-motor rationale of KIF18A/KIF2C.",KIF18B
named,48,10,ELAVL1,inhibit,medium,HuR RNA-binding protein driving oncogenic mRNA stability in GBM with emerging small-molecule inhibitors and good tumor specificity/enrichment.,ELAVL1
named,48,11,EGLN1,inhibit,low,PHD2 prolyl hydroxylase is a fully tractable enzyme with approved-drug chemistry; a HIF-modulation angle in hypoxic GBM makes it a mechanistically reasonable enzyme target.,EGLN1
named,48,12,E2F3,degrade,low,RB1 synthetic-lethal transcription factor with strong SL score in a lesion class common to GBM; would need a degrader/transcription-disruption approach as it lacks an active site.,E2F3
named,48,13,FRS2,degrade,low,RTK scaffold amplified in GBM feeding PDGFRA/FGFR signaling with high selectivity; a protein-interaction inhibitor or degrader could exploit its adapter role.,FRS2
named,48,14,PTPN11,inhibit,low,"SHP2 is a druggable phosphatase with clinical allosteric inhibitors that sits downstream of GBM RTK signaling, though pan-essentiality and CNS safety temper enthusiasm.",PTPN11
named,48,15,ERCC6L,inhibit,low,"Novel PICH DNA translocase with high selectivity, tumor enrichment and an excellent window; an enzymatic (ATPase/helicase) active site offers a plausible if unproven inhibitor path.",ERCC6L
named,49,1,PDGFRA,inhibit,high,"Recurrently amplified/mutated GBM driver RTK with a genuine small-molecule kinase inhibitor MoA, top tractability, high selectivity and tumor specificity.",PDGFRA
named,49,2,MET,inhibit,high,"Validated GBM RTK driver (amplification/PTPRZ1-MET fusions) with approved kinase inhibitors, excellent selectivity and full tractability.",MET
named,49,3,CDK2,inhibit,high,Druggable cell-cycle kinase with real chemistry and RB1 synthetic-lethal rationale; strong dependency and window despite common-essential flag warranting a therapeutic-index-tuned inhibitor.,CDK2
named,49,4,CDK7,inhibit,medium,"Transcriptional/cell-cycle kinase with advanced clinical-stage inhibitors and PTEN synthetic-lethality, offering a bona fide small-molecule MoA in GBM.",CDK7
named,49,5,TEAD1,inhibit,medium,"Hippo-pathway effector with an established palmitate-pocket small-molecule MoA (clinical TEAD inhibitors) and good selectivity, addressing a mesenchymal GBM program.",TEAD1
named,49,6,EGLN1,inhibit,medium,PHD2 prolyl hydroxylase is an approved-drug enzyme class with clean chemistry; a defined enzymatic pocket makes it a realistic hypoxia-axis GBM target.,EGLN1
named,49,7,VRK1,inhibit,medium,"High-dependency serine/threonine kinase with a druggable ATP pocket and emerging selectivity, offering a novel but chemically approachable GBM target.",VRK1
named,49,8,KIF18A,inhibit,medium,"Kinesin motor with a demonstrated allosteric small-molecule MoA (clinical KIF18A inhibitors) and very high dependency/tumor enrichment, especially in chromosomally unstable tumors.",KIF18A
named,49,9,PTPN11,inhibit,medium,"SHP2 is a highly tractable phosphatase with validated allosteric inhibitors sitting downstream of RTK signaling, relevant to EGFR/PDGFRA-driven GBM.",PTPN11
named,49,10,ELAVL1,degrade,low,"HuR RNA-binding oncoprotein with tractable small-molecule and degrader chemistry, high tumor specificity/enrichment, and broad post-transcriptional control in GBM.",ELAVL1
named,49,11,WDR77,degrade,low,"PRMT5 co-factor scaffold amenable to disruption/degradation with strong SL to CDKN2A/B and MTAP-adjacent biology, aligning with the actionable PRMT5 axis in GBM.",WDR77
named,49,12,E2F3,degrade,low,RB1-synthetic-lethal transcription factor with strong tumor enrichment; a degrader could exploit the near-universal RB-pathway lesion in GBM despite no classical inhibitor MoA.,E2F3
named,49,13,KIF2C,inhibit,low,Top-ranked mitotic kinesin with excellent tumor enrichment/window and CDKN2A/B synthetic-lethality; kinesin allosteric-pocket precedent makes it a plausible novel target.,KIF2C
named,49,14,KIF18B,inhibit,low,"Mitotic kinesin with very high tumor specificity, enrichment, and window plus CDKN2A/B SL, mirroring the emerging druggable-kinesin class.",KIF18B
named,49,15,FGFR1,inhibit,low,"Amplified/fusion GBM RTK with approved inhibitors and high tractability, worth pursuing only with CNS-safety-aware chemistry given the flagged risk.",FGFR1
named,50,1,PDGFRA,inhibit,high,"GBM's canonical amplified/mutated RTK driver with excellent tumor specificity, full small-molecule tractability, and approved kinase inhibitors ready for repurposing.",PDGFRA
named,50,2,MET,inhibit,high,"Validated GBM RTK driver (especially in mesenchymal/recurrent disease) with top selectivity, full tractability, and clinically available inhibitors.",MET
named,50,3,CDK2,inhibit,high,"Strong dependency with RB1-loss synthetic lethality and mature selective-inhibitor chemistry, though its common-essential/low-selectivity profile demands a therapeutic-window watch.",CDK2
named,50,4,KIF18A,inhibit,medium,"Mitotic kinesin with strong dependency and now genuine selective small-molecule chemistry emerging in the clinic, offering a mitotic-vulnerability angle for GBM.",KIF18A
named,50,5,TEAD1,inhibit,medium,"Druggable palmitoylation-pocket transcription factor driving Hippo/YAP-TAZ mesenchymal GBM programs, with clinical-stage covalent inhibitors validating the MoA.",TEAD1
named,50,6,CDK7,inhibit,medium,"Transcriptional CDK with real inhibitor chemistry and PTEN-loss synthetic lethality, offering a tractable route despite common-essentiality requiring careful dosing.",CDK7
named,50,7,ITGAV,inhibit,medium,"Highly dependent integrin with established antagonist chemistry, but its near-zero tumor specificity and TME-dominated signal cap confidence.",ITGAV
named,50,8,VRK1,inhibit,medium,"Strong, selective dependency kinase (notably synthetic-lethal in VRK2-low tumors) that is a legitimately tractable enzyme despite no clinical inhibitor yet.",VRK1
named,50,9,KIF2C,inhibit,low,"Top composite with outstanding tumor enrichment and window, but as a kinesin depolymerase it currently lacks any inhibitor MoA, so it is a hypothesis-generation target.",KIF2C
named,50,10,KIF18B,inhibit,low,"Excellent tumor specificity, enrichment, and window flag it as a promising mitotic-kinesin dependency, though tractability is presently zero and MoA unproven.",KIF18B
named,50,11,ELAVL1,inhibit,low,HuR RNA-binding protein stabilizing oncogenic transcripts with high tumor enrichment; emerging disruptor chemistry makes it a worthwhile but harder-to-drug candidate.,ELAVL1
named,50,12,EGLN1,inhibit,low,"PHD2 prolyl hydroxylase is a fully tractable enzyme with approved inhibitors, though hypoxia-pathway modulation in GBM is directionally uncertain and needs mechanistic validation.",EGLN1
named,50,13,CDC25B,inhibit,low,"Cell-cycle phosphatase with good tumor specificity and existing chemistry, but historically poor phosphatase druggability and a very tight window (0.15) temper enthusiasm.",CDC25B
named,50,14,E2F3,degrade,low,RB1-loss synthetic-lethal transcription factor with good selectivity; biologically compelling but currently an undruggable TF requiring a degrader or indirect strategy.,E2F3
named,50,15,PTK2,inhibit,low,"FAK is fully tractable with clinical inhibitors and RB1/CDKN2A synthetic lethality, but poor tumor specificity, TME dominance, and CNS-safety risk make it a cautious pick.",PTK2
named,51,1,PDGFRA,inhibit,high,"Recurrently amplified/mutated GBM driver RTK with approved kinase inhibitors, top-tier selectivity, tumor specificity, and full small-molecule tractability.",PDGFRA
named,51,2,MET,inhibit,high,"Validated GBM RTK driver (amplification, METex14, PTPRZ1-MET fusion) with excellent selectivity and clinically available brain-penetrant inhibitors.",MET
named,51,3,CDK2,inhibit,medium,"Highly tractable kinase with strong dependency and RB1-synthetic-lethality rationale, though low selectivity/common-essentiality warrant careful therapeutic-window management.",CDK2
named,51,4,VRK1,inhibit,medium,"Strong, relatively selective dependency (a known paralog synthetic-lethal target with VRK2 methylation) that is a serine/threonine kinase and therefore genuinely druggable despite the no-inhibitor-MoA flag.",VRK1
named,51,5,CDK7,inhibit,medium,"Transcriptional CDK with proven chemistry and covalent inhibitors plus PTEN synthetic-lethality, offering a tractable route despite common-essentiality demanding a wide window.",CDK7
named,51,6,TEAD1,inhibit,medium,"Hippo-pathway effector with an established lipid-pocket (palmitoylation) druggable site and clinical-stage TEAD inhibitors, giving a real small-molecule MoA for a transcriptional target.",TEAD1
named,51,7,KIF18A,inhibit,medium,"Mitotic kinesin selectively essential in chromosomally-unstable tumors with a genuine allosteric small-molecule MoA now in the clinic, strong window and tumor enrichment.",KIF18A
named,51,8,KIF2C,inhibit,medium,"Top composite with excellent tumor enrichment/window and CDKN2A/B synthetic-lethality, but as a motor ATPase the enzymatic pocket is the plausible inhibitable handle.",KIF2C
named,51,9,FGFR1,inhibit,medium,"Druggable RTK driver (FGFR-TACC fusions) with approved inhibitors and high tractability, tempered by a flagged narrow CNS window.",FGFR1
named,51,10,EGLN1,inhibit,low,"PHD2 prolyl hydroxylase with approved small-molecule inhibitors and good selectivity, offering an enzyme with clear chemistry to modulate the hypoxia axis.",EGLN1
named,51,11,ELAVL1,inhibit,low,"HuR RNA-binding oncogenic hub with strong tumor specificity/enrichment and emerging small-molecule disruptors of RNA binding, though tractability remains early.",ELAVL1
named,51,12,PTPN11,inhibit,low,"SHP2 is a well-validated node downstream of RTKs with clinically advanced allosteric inhibitors, making it a real target despite modest GBM-specific scores and a narrow window.",PTPN11
named,51,13,CDC25B,inhibit,low,"Cell-cycle phosphatase with existing chemistry and good tumor specificity, a plausible enzyme target though the therapeutic window looks tight.",CDC25B
named,51,14,E2F3,degrade,low,RB1-synthetic-lethal transcription factor with strong SL and tumor-enrichment signal; a candidate for targeted degradation given transcription factors resist orthosteric inhibition.,E2F3
named,51,15,JUN,degrade,low,"High-dependency AP-1 transcription factor with MTAP-deletion synthetic-lethality; not orthosterically inhibitable, so a degrader/upstream-kinase strategy is the realistic path.",JUN
named,52,1,PDGFRA,inhibit,high,"Canonical GBM oncogenic driver kinase, frequently amplified/mutated, with excellent tumor specificity, top druggability, and existing approved-drug chemistry.",PDGFRA
named,52,2,MET,inhibit,high,"Validated RTK driver in a GBM subset with the highest selectivity vs pan-essential, full tractability, and clinically available kinase inhibitors.",MET
named,52,3,CDK2,inhibit,high,"Strong dependency with clear RB1 synthetic-lethal rationale, fully tractable with mature clinical-stage inhibitor chemistry and a reasonable window.",CDK2
named,52,4,KIF18A,inhibit,medium,Very high dependency with an established selective small-molecule inhibitor class (chromosomal-instability context) and an excellent therapeutic window.,KIF18A
named,52,5,E2F3,inhibit,medium,"Strong RB1 synthetic-lethal logic and good selectivity/window, positioning it as a mechanistically rational node in the CDK-RB-E2F axis despite being a TF.",E2F3
named,52,6,TEAD1,inhibit,medium,"Druggable via the auto-palmitoylation pocket with clinical-stage TEAD inhibitors, addressing Hippo/YAP-driven GBM invasion with good selectivity.",TEAD1
named,52,7,CDK7,inhibit,medium,"Fully tractable transcriptional/cell-cycle kinase with covalent inhibitors in the clinic and a PTEN synthetic-lethal handle, though pan-essentiality tempers the window.",CDK7
named,52,8,ITGAV,inhibit,low,"Very high dependency and full tractability, but its low tumor specificity means it is best pursued as a directed/antibody-drug-conjugate or integrin-antagonist strategy rather than naked inhibition.",ITGAV
named,52,9,ELAVL1,inhibit,low,"HuR RNA-binding protein with emerging small-molecule chemistry, high tumor enrichment, and a druggable RNA-interaction surface stabilizing pro-tumor transcripts.",ELAVL1
named,52,10,VRK1,inhibit,medium,"High-dependency kinase (formally tractable) with growing interest as a paralog/selective-lethal target, warranting inhibitor development despite current no-MoA status.",VRK1
named,52,11,PTPN11,inhibit,medium,"SHP2 is a validated, druggable allosteric phosphatase with clinical inhibitors nodal to RTK/RAS signaling that drives GBM, though CNS window needs scrutiny.",PTPN11
named,52,12,EGLN1,inhibit,low,"PHD2 prolyl-hydroxylase is fully tractable with approved-drug chemistry, offering a hypoxia/HIF axis lever with a defined enzymatic pocket.",EGLN1
named,52,13,KIF2C,inhibit,medium,"Top-ranked with outstanding tumor enrichment and window as a mitotic kinesin, though it currently lacks a validated inhibitor MoA so tractability is the main hurdle.",KIF2C
named,52,14,WDR77,inhibit,low,"PRMT5 partner with strong CDKN2A/2B synthetic-lethal signal and good tumor specificity, addressable through the well-drugged PRMT5-MEP50 methylosome axis.",WDR77
named,52,15,SLC35B2,inhibit,low,Druggable transporter feeding sulfation/heparan-sulfate biology with a PDGFRA-amplified synthetic-lethal handle and high tumor enrichment.,SLC35B2
named,53,1,PDGFRA,inhibit,high,"GBM's canonical amplified/mutated RTK driver with genuine tumor specificity (1.00), full tractability, and approved kinase inhibitors ready for CNS-penetrant repurposing.",PDGFRA
named,53,2,MET,inhibit,high,"Bona fide GBM RTK driver (especially in mesenchymal/recurrent disease) with excellent selectivity, full tractability, and multiple clinical-stage kinase inhibitors.",MET
named,53,3,CDK2,inhibit,high,"Fully tractable kinase with mature chemistry and RB1 synthetic-lethality, offering a rational route in RB-pathway-dysregulated GBM despite pan-essential caveats.",CDK2
named,53,4,FGFR1,inhibit,medium,"Validated GBM RTK (FGFR-TACC fusions) with high tumor specificity and approved inhibitors, though CNS-safety must be managed.",FGFR1
named,53,5,KIF18A,inhibit,medium,Highly dependent (0.91) mitotic kinesin with strong tumor enrichment/window and emerging clinical-stage small-molecule inhibitors validating a real inhibit-MoA.,KIF18A
named,53,6,TEAD1,inhibit,medium,"Druggable via the palmitate pocket (clinical TEAD inhibitors exist) driving Hippo/YAP-dependent GBM growth, with good selectivity and tractability.",TEAD1
named,53,7,CDK7,inhibit,medium,"Fully tractable transcriptional CDK with covalent clinical inhibitors and PTEN synthetic-lethality relevant to GBM, warranting a window-limited exploration.",CDK7
named,53,8,ITGAV,inhibit,medium,"Very high dependency with mature integrin chemistry and CDKN2A/B synthetic-lethality, but tumor-specificity is stroma-confounded so target validation is needed.",ITGAV
named,53,9,VRK1,inhibit,medium,"Strong pan-cancer dependency (0.90) serine/threonine kinase with a defined catalytic pocket, offering a novel but chemically approachable GBM target.",VRK1
named,53,10,KIF18B,inhibit,medium,"Mitotic kinesin with outstanding tumor enrichment/window and good tumor specificity, a promising same-class-as-KIF18A inhibit target once chemistry matures.",KIF18B
named,53,11,PTPN11,inhibit,medium,Fully tractable SHP2 phosphatase with allosteric clinical inhibitors that funnels RTK signaling downstream of GBM's amplified receptors.,PTPN11
named,53,12,ELAVL1,inhibit,low,"HuR RNA-binding oncoprotein with high tumor enrichment/specificity and existing chemical probes, a novel inhibit target if a real disruptor-MoA is confirmed.",ELAVL1
named,53,13,EGLN1,inhibit,low,"Fully druggable PHD2 hydroxylase (approved-drug chemistry) engaging GBM hypoxia biology, though therapeutic direction/window needs careful validation.",EGLN1
named,53,14,E2F3,degrade,low,"RB1 synthetic-lethal transcription factor with good selectivity in RB-pathway GBM, but currently intractable so nominated as a degrader-development target.",E2F3
named,53,15,WDR77,inhibit,low,"Novel PRMT5-cofactor with strong tumor specificity/enrichment and CDKN2A/B synthetic-lethality, plausibly addressable via the well-drugged PRMT5 axis.",WDR77
named,54,1,PDGFRA,inhibit,high,"GBM-defining RTK amplification with excellent selectivity, tumor specificity, full druggability and approved kinase inhibitors — the cleanest small-molecule target on the list.",PDGFRA
named,54,2,MET,inhibit,high,"Kinase driver in a GBM subset with top selectivity/tractability and existing approved inhibitors, offering an actionable window especially in amplified/fusion tumors.",MET
named,54,3,CDK2,inhibit,high,"Strong dependency and RB1-synthetic-lethality with fully mature kinase chemistry, though selectivity vs pan-essential and CNS window need careful management.",CDK2
named,54,4,CDK7,inhibit,medium,"Tractable transcriptional kinase with PTEN-context SL and clinical-stage covalent inhibitors, worth pursuing despite common-essential liability requiring a therapeutic window.",CDK7
named,54,5,KIF18A,inhibit,medium,"Mitotic kinesin with genuine emerging small-molecule inhibitors and an excellent therapeutic window, giving a credible MoA despite the list flagging it novel.",KIF18A
named,54,6,TEAD1,inhibit,medium,"Druggable Hippo-pathway transcription factor with a validated lipid-pocket palmitoylation site and clinical TEAD inhibitors, addressing a GBM-relevant mesenchymal program.",TEAD1
named,54,7,VRK1,inhibit,medium,"High GBM dependency and a paralog-lethality/kinase biology that is inherently inhibitable, making it a promising novel small-molecule target.",VRK1
named,54,8,WWTR1,inhibit,low,"TAZ co-activator drives GBM mesenchymal invasion and is drugged upstream via TEAD-pocket chemistry, offering an indirect but real small-molecule route.",WWTR1
named,54,9,GPX4,inhibit,medium,"Enzyme with established covalent inhibitor chemistry and ferroptosis-based GBM vulnerability, though the very poor therapeutic window is a serious constraint.",GPX4
named,54,10,PTPN11,inhibit,medium,"SHP2 has excellent allosteric-inhibitor chemistry and sits at the RTK/MAPK node central to GBM signaling, meriting inclusion despite modest tumor enrichment.",PTPN11
named,54,11,ELAVL1,inhibit,low,"HuR RNA-binding protein with high tumor specificity/enrichment and emerging small-molecule disruptors of its RNA interface, a tractable if early novel target.",ELAVL1
named,54,12,EGLN1,unknown,low,"PHD2 is a well-drugged enzyme (approved inhibitors) with tumor-relevant hypoxia biology, though directionality/pro-tumor risk of HIF stabilization needs validation.",EGLN1
named,54,13,KIF2C,inhibit,medium,"Top composite with outstanding tumor enrichment and window, an inhibitable mitotic kinesin ATPase worth de novo chemistry despite no current MoA.",KIF2C
named,54,14,UBA5,inhibit,low,"UFMylation-activating enzyme is an ATP-using E1 with clear enzymatic pocket and selective GBM dependency, a mechanistically inhibitable novel target.",UBA5
named,54,15,PTK2,inhibit,low,"FAK has mature clinical inhibitors and PTEN/invasion biology relevant to GBM, useful chiefly against the invasive/stromal compartment despite TME-dominated signal.",PTK2
named,55,1,PDGFRA,inhibit,high,"GBM-defining amplified/mutated RTK driver with excellent selectivity, tumor specificity, and clinical-grade small-molecule chemistry already in hand.",PDGFRA
named,55,2,MET,inhibit,high,"Validated RTK driver in a GBM subset (especially MET-amplified/PTPRZ1-MET fusion) with top-tier selectivity, tractability, and approved inhibitors to repurpose.",MET
named,55,3,CDK2,inhibit,high,"Highly druggable kinase with strong dependency, huge tumor enrichment, and a clean RB1-synthetic-lethal rationale despite modest selectivity requiring careful window management.",CDK2
named,55,4,KIF2C,inhibit,medium,"Top composite with excellent tumor enrichment, therapeutic window, and CDKN2A/B synthetic lethality, though the kinesin lacks an established inhibitor MoA so tractability is the main risk.",KIF2C
named,55,5,KIF18A,inhibit,high,"Chromosomally-unstable-tumor-selective kinesin with a proven, clinically-advanced small-molecule inhibitor class (KIF18A inhibitors in trials) and outstanding dependency and window.",KIF18A
named,55,6,CDK7,inhibit,medium,"Transcriptional CDK with strong drug-like chemistry and multiple clinical inhibitors, a PTEN synthetic-lethal angle, and reasonable window despite common-essential caution.",CDK7
named,55,7,TEAD1,inhibit,medium,"Hippo-pathway transcription factor now genuinely druggable via the auto-palmitoylation lipid pocket (clinical TEAD inhibitors exist), with good selectivity and tractability.",TEAD1
named,55,8,ITGB5,inhibit,medium,"Tumor-enriched integrin with strong dependency and CDKN2B/NF1 synthetic lethality, druggable in principle though it needs a novel inhibitor and window is only moderate.",ITGB5
named,55,9,KIF18B,inhibit,medium,"Mitotic kinesin with excellent tumor specificity, near-perfect window, and CDKN2A/B synthetic lethality, plausibly druggable by analogy to the KIF18A inhibitor program.",KIF18B
named,55,10,VRK1,inhibit,medium,Strong-dependency kinase (thus intrinsically tractable) with an emerging synthetic-lethal rationale in VRK2-methylated glioma and decent window.,VRK1
named,55,11,ELAVL1,degrade,low,"HuR RNA-binding oncoprotein with high tumor specificity/enrichment and developing small-molecule and PROTAC chemistry, best pursued by degradation given the non-enzymatic mechanism.",ELAVL1
named,55,12,E2F3,degrade,low,RB1-synthetic-lethal transcription factor with good selectivity and window; not classically ligandable so molecular-glue/degrader routes are the realistic modality.,E2F3
named,55,13,EGLN1,inhibit,medium,"PHD2 prolyl-hydroxylase is a well-precedented druggable enzyme with approved inhibitors, offering a metabolic/hypoxia angle with good selectivity though modest dependency.",EGLN1
named,55,14,C3orf38,unknown,low,"Uncharacterized but exceptionally balanced profile (high dependency, selectivity, SL with CDKN2A/B, window); worth target-ID de-risking even though it currently scores zero tractability.",C3orf38
named,55,15,WDR77,inhibit,low,"PRMT5-cofactor scaffold with CDKN2A/B synthetic lethality and high tumor enrichment, druggable via the well-precedented PRMT5/MTAP axis in MTAP-deleted GBM.",WDR77
named,56,1,PDGFRA,inhibit,high,"Amplified/mutated receptor tyrosine kinase driver in GBM with excellent tumor specificity, selectivity, full tractability, and existing approved kinase inhibitors to repurpose.",PDGFRA
named,56,2,MET,inhibit,high,"Validated RTK driver in a GBM subset with top-tier selectivity and tractability and clinically available inhibitors, though CNS penetration must be engineered.",MET
named,56,3,CDK2,inhibit,medium,"Fully druggable kinase with strong dependency and RB1-pathway synthetic lethality, offering a genotype-guided window despite common-essentiality requiring careful dosing.",CDK2
named,56,4,CDK7,inhibit,medium,"Highly tractable transcriptional/cell-cycle kinase with mature covalent-inhibitor chemistry and PTEN synthetic lethality, warranting exploration despite common-essential liability.",CDK7
named,56,5,TEAD1,inhibit,medium,"Hippo-pathway transcription factor now druggable via the autopalmitoylation lipid pocket, with good selectivity and tractability and emerging clinical TEAD inhibitors.",TEAD1
named,56,6,EGLN1,inhibit,medium,"Well-characterized enzyme (PHD2) with approved small-molecule inhibitors and full tractability, providing a tractable metabolic/hypoxia axis in GBM.",EGLN1
named,56,7,KIF18A,inhibit,medium,Mitotic kinesin with an emerging first-in-class inhibitor class and very strong dependency/tumor-enrichment plus a favorable therapeutic window.,KIF18A
named,56,8,VRK1,inhibit,medium,"Strong, selective dependency (a validated paralog synthetic-lethal target in low-VRK2 tumors) with a druggable kinase active site, though chemical matter is early.",VRK1
named,56,9,WDR77,inhibit,medium,"PRMT5-cofactor scaffold with high tumor specificity and CDKN2A/B synthetic lethality, addressable through the clinically validated PRMT5/MTAP axis in del-MTAP GBM.",WDR77
named,56,10,ELAVL1,inhibit,low,"Oncogenic RNA-binding protein (HuR) with tumor-enriched expression and reasonable tractability, a plausible if unproven small-molecule/degrader target.",ELAVL1
